"";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85+"
"Union County, New Jersey";18702;19456;18307;16212;14935;16849;20075;22357;21051;17762;15679;12067;9591;7973;7326;6389;4036;2605
"Warren County, New Jersey";3610;4028;3953;3313;2139;2549;3767;4691;4598;4010;3392;2750;1809;1548;1407;1150;692;464
"Bernalillo County, New Mexico";19487;19798;20164;20547;20470;20045;20179;22401;21911;20034;17817;12632;9579;8248;7021;5706;3601;2264
"Catron County, New Mexico";71;109;125;135;42;57;59;88;123;169;170;161;177;132;87;62;25;20
"Chaves County, New Mexico";2331;2491;2650;2878;1884;1635;1671;2104;2179;2072;1718;1345;1223;1094;1032;842;552;354
"Cibola County, New Mexico";1044;1085;1163;1076;836;722;769;925;970;854;744;563;485;473;354;205;134;103
"Colfax County, New Mexico";392;523;534;726;292;333;354;477;544;559;522;459;390;337;290;191;142;125
"Curry County, New Mexico";2042;1889;1879;1904;2032;1612;1445;1785;1622;1243;1096;792;771;711;549;381;303;189
"Debaca County, New Mexico";55;66;89;102;36;47;44;80;70;75;77;53;63;62;79;40;29;30
"Dona Ana County, New Mexico";6845;7475;7516;8192;8039;5852;5252;5999;5860;5314;4508;3488;2956;2803;2405;1719;914;645
"Eddy County, New Mexico";1911;2090;2180;2258;1360;1263;1434;1708;2043;1945;1597;1196;1023;950;844;721;427;341
"Grant County, New Mexico";1088;1103;1220;1224;858;749;791;931;1031;1046;1021;953;745;715;698;492;264;180
"Guadalupe County, New Mexico";116;167;176;204;193;191;155;268;251;189;141;101;112;109;75;59;24;36
"Harding County, New Mexico";11;23;20;41;11;16;19;14;26;36;38;23;26;32;35;15;15;9
"Hidalgo County, New Mexico";231;273;271;272;140;147;160;218;221;185;189;144;131;129;90;82;45;32
"Lea County, New Mexico";2148;2320;2423;2638;1913;1732;1756;2115;2192;1898;1532;1170;1045;943;842;586;322;220
"Lincoln County, New Mexico";486;607;731;680;379;419;419;621;707;768;751;686;600;599;503;315;137;95
"Los Alamos County, New Mexico";502;679;778;665;229;366;582;748;848;837;781;727;481;302;284;234;136;57
"Luna County, New Mexico";970;1085;1014;1007;573;577;642;749;711;719;654;593;680;718;676;420;249;161
"McKinley County, New Mexico";3413;4102;4336;3665;2337;2299;2434;2633;2607;2043;1740;1276;1038;763;578;419;262;201
"Mora County, New Mexico";163;171;215;251;117;101;137;189;205;206;174;158;142;128;99;79;42;39
"Otero County, New Mexico";2336;2617;2829;2457;2082;2078;1981;2588;2321;1894;1759;1372;1293;1256;981;624;329;197
"Quay County, New Mexico";282;349;385;393;222;214;252;319;342;361;344;328;275;287;210;178;102;77
"Rio Arriba County, New Mexico";1369;1637;1825;1639;1263;1373;1376;1620;1603;1516;1337;1041;788;696;537;382;220;166
"Roosevelt County, New Mexico";664;741;710;936;963;613;541;594;534;484;432;370;318;289;243;208;117;90
"Sandoval County, New Mexico";3334;3902;4058;3489;2234;2587;2943;3780;3804;3355;2795;1970;1499;1206;1079;943;531;339
"San Juan County, New Mexico";4687;5230;5618;5618;3716;3478;3462;4313;4534;3881;3136;2293;1856;1605;1249;906;492;331
"San Miguel County, New Mexico";988;1150;1244;1392;1015;812;855;1151;1206;1041;1000;740;627;530;411;294;190;163
"Santa Fe County, New Mexico";4053;4299;4633;4495;3877;4059;4528;5226;5255;5455;5177;3478;2619;2113;1583;1260;682;454
"Sierra County, New Mexico";324;376;437;391;235;220;267;346;438;417;447;427;451;564;482;395;237;181
"Socorro County, New Mexico";635;695;798;934;793;587;531;629;626;619;575;449;399;307;248;186;96;77
"Taos County, New Mexico";901;1012;1142;1056;736;834;957;1147;1125;1316;1233;864;751;591;416;278;186;153
"Torrance County, New Mexico";604;732;846;653;489;499;622;727;726;676;544;437;343;286;216;155;81;45
"Union County, New Mexico";130;148;171;178;75;110;111;132;160;167;122;118;102;89;90;65;53;34
"Valencia County, New Mexico";2578;2833;3074;2651;1905;2026;2412;2779;2693;2315;2063;1542;1258;1059;812;586;391;209
"Albany County, New York";8610;9768;9967;11149;11123;9179;10198;10995;11050;10784;9773;6709;5080;4571;4512;3576;2324;1517
"Allegany County, New York";1412;1710;1998;2760;2520;1189;1287;1667;1785;1704;1562;1202;1066;940;863;572;402;303
"Bronx County, New York";55807;61021;54992;51528;47722;46600;49945;49344;43079;35911;31075;24275;20060;15638;12731;9646;5827;4970
"Broome County, New York";5747;6598;7244;7754;7334;5239;5959;7508;8009;7026;6299;4755;4145;3691;3503;2812;1790;1320
"Cattaraugus County, New York";2639;2993;3455;3587;2476;2191;2501;2967;3375;3138;2787;2120;1795;1546;1422;1084;642;389
"Cayuga County, New York";2473;2802;3245;3056;2468;2661;3199;3677;3568;3174;2695;2052;1563;1363;1269;1088;647;430
"Chautauqua County, New York";4161;4878;5247;5726;4771;3706;4178;5042;5415;5196;4401;3462;2867;2587;2527;1886;1191;902
"Chemung County, New York";2838;3138;3381;3309;2844;2758;3277;3634;3774;3407;2995;2161;1835;1588;1554;1295;775;437
"Chenango County, New York";1551;1858;2108;1989;1209;1315;1595;2062;2109;1846;1759;1482;1147;950;890;707;416;316
"Clinton County, New York";2088;2619;2965;3172;3757;2808;3234;3790;3513;2992;2549;1946;1591;1376;1103;750;367;287
"Columbia County, New York";1719;2114;2455;2497;1377;1514;1978;2482;2547;2491;2340;1930;1461;1338;1228;912;604;407
"Cortland County, New York";1518;1584;1774;2179;2336;1310;1551;1740;1789;1670;1460;1164;924;737;646;567;307;223
"Delaware County, New York";1246;1493;1834;2019;1225;1033;1288;1644;1717;1738;1746;1534;1252;1171;1088;821;480;331
"Dutchess County, New York";8988;10434;10677;10670;9098;7838;10243;12903;12642;10654;9403;7103;5369;4737;3809;2771;1656;1132
"Erie County, New York";29467;33684;34884;32915;28713;27124;31633;35846;37681;33699;29316;22443;17629;16832;16626;13041;7992;4886
"Essex County, New York";991;1213;1444;1310;1085;1369;1623;1778;1757;1613;1352;1095;879;851;734;495;337;215
"Franklin County, New York";1323;1671;1868;2008;2236;2328;2697;2833;2585;1959;1713;1243;930;877;709;529;336;222
"Fulton County, New York";1633;1972;2048;2175;1376;1581;1862;2206;2189;1984;1919;1426;1106;1027;926;823;525;352
"Genesee County, New York";1869;2220;2378;2338;1546;1694;2100;2524;2662;2211;1889;1532;1179;1046;930;804;493;302
"Greene County, New York";1300;1613;1706;2019;2131;1317;1557;1875;2007;1814;1617;1414;1168;999;975;629;429;288
"Hamilton County, New York";130;120;160;184;93;114;145;183;197;239;201;224;176;174;135;103;69;42
"Herkimer County, New York";1831;2226;2343;2533;1775;1695;1914;2397;2429;2317;2164;1719;1441;1174;1154;993;717;426
"Jefferson County, New York";4139;4338;4208;4346;6097;4952;4669;4984;4267;3547;3129;2285;1775;1579;1376;1117;623;415
"Kings County, New York";93424;96744;93354;90361;88946;93477;91186;89121;83619;74239;66050;46737;41593;33104;28669;22200;13279;10343
"Lewis County, New York";844;985;1197;1125;681;731;827;1133;1127;1042;826;676;569;520;454;327;183;132
"Livingston County, New York";1809;2124;2348;2836;2757;1926;2278;2884;2866;2515;2114;1570;1139;998;880;588;394;243
"Madison County, New York";2102;2427;2633;3351;2452;1680;2274;2709;2829;2519;2184;1836;1383;1147;997;759;497;295
"Monroe County, New York";24037;27849;28569;27532;24070;22170;25188;28381;28945;26153;23294;17439;12607;10736;9938;8340;5352;3727
"Montgomery County, New York";1476;1721;1879;1666;1212;1333;1542;1766;1793;1887;1602;1247;909;861;981;858;591;412
"Nassau County, New York";44165;49248;48066;42937;35245;35243;44296;53389;54315;49366;44788;32783;25858;23444;23120;18666;10876;6512
"New York County, New York";38994;37164;35179;37018;55119;79447;81953;71510;59285;51450;45274;35190;28901;23501;19932;14258;8373;6986
"Niagara County, New York";6850;7862;8368;7890;6052;5810;6949;8574;9227;8242;7061;5271;4223;3917;3816;3017;1888;1105
"Oneida County, New York";6844;8060;8744;8791;7319;7163;8577;9767;9502;8550;7577;5790;4767;4139;4084;3545;2245;1449
"Onondaga County, New York";15282;17270;17610;16796;14402;12886;15387;17573;18182;16386;13881;10282;7932;7475;6834;5564;3380;2073
"Ontario County, New York";3116;3703;3942;3654;2744;2563;3212;4013;4180;3958;3646;2677;2040;1673;1470;1186;710;496
"Orange County, New York";13439;14886;14796;13810;11080;9505;12054;14887;14979;12580;11145;8043;5674;4529;3691;2899;1661;1307
"Orleans County, New York";1456;1679;1766;1754;1228;1372;1610;1984;1909;1561;1390;1052;822;726;562;500;327;193
"Oswego County, New York";3864;4844;5122;5116;4562;3310;4077;5118;5097;4435;3936;2898;2237;1927;1550;1189;710;410
"Otsego County, New York";1502;1986;2196;2881;2777;1428;1707;1920;2205;2181;2077;1649;1300;1121;1048;864;536;359
"Putnam County, New York";3338;3831;3772;3116;2336;2414;3484;4587;4710;4130;3550;2629;1899;1363;1093;749;437;310
"Queens County, New York";73081;74303;70583;71186;79945;92634;95355;94666;86157;72918;63371;48102;41129;33231;28964;23031;14283;10629
"Rensselaer County, New York";4662;5282;5646;6343;5427;4501;5187;5891;6138;5705;5119;3630;2752;2490;2278;1816;1110;714
"Richmond County, New York";15329;16923;16474;15192;13621;14544;16680;17996;17836;15575;14548;11154;8255;6679;5624;4004;2384;1667
"Rockland County, New York";11144;11781;11808;10363;8171;7853;9383;11178;10979;9914;9623;7646;6082;4914;3985;2627;1407;1043
"Saint Lawrence County, New York";3086;3741;4106;5400;5728;3470;3850;4485;4360;4164;3528;2723;2231;1866;1728;1214;726;455
"Saratoga County, New York";6637;7360;7454;6882;5505;6008;7760;8895;8648;7650;7245;5362;3746;3029;2708;2030;1238;722
"Schenectady County, New York";4687;5301;5447;4838;3993;3877;4762;5705;5794;5377;4769;3627;2582;2493;2550;2131;1516;1030
"Schoharie County, New York";899;1023;1144;1568;996;803;944;1160;1217;1192;1123;865;688;675;562;432;251;171
"Schuyler County, New York";572;732;773;880;506;463;613;704;738;747;714;547;447;406;307;242;151;92
"Seneca County, New York";912;1231;1302;1110;1048;1060;1185;1305;1392;1300;1068;877;707;684;584;441;284;189
"Steuben County, New York";3050;3631;4039;3696;2404;2525;3073;3721;3880;3781;3352;2620;2211;1908;1734;1317;858;565
"Suffolk County, New York";51349;56447;53266;45940;39089;41522;53849;64075;60781;50216;45773;35867;27408;22910;19400;13912;7934;5272
"Sullivan County, New York";2241;2596;2891;2751;1860;1909;2614;3128;3211;2912;2707;2188;1793;1506;1410;1002;587;337
"Tioga County, New York";1680;1979;2241;2071;1202;1245;1570;2085;2432;1935;1672;1413;1106;1000;852;569;327;197
"Tompkins County, New York";2161;2667;2803;6257;8427;3547;3040;2967;3001;3054;2808;1863;1341;1136;976;779;527;313
"Ulster County, New York";5085;6127;6477;6240;5503;5173;6358;7896;7944;7069;6333;4809;3558;3087;2786;2039;1164;812
"Warren County, New York";1777;2202;2439;2212;1599;1596;2094;2522;2496;2436;2250;1799;1327;1223;1111;821;464;333
"Washington County, New York";1745;2172;2481;2348;2075;1964;2405;2643;2539;2374;2017;1631;1317;1137;987;748;421;297
"Wayne County, New York";3158;3767;3979;3479;2108;2435;3408;4139;4075;3551;3215;2405;1854;1602;1305;917;600;433
"Westchester County, New York";32784;34853;32933;28327;23373;26851;33139;38497;37348;32654;29342;22434;17532;15243;14185;10723;6524;4980
"Wyoming County, New York";1161;1490;1686;1653;1506;1835;2136;2396;2163;1886;1451;1072;885;669;569;485;299;193
"Yates County, New York";859;967;955;1024;649;527;667;856;924;815;825;684;582;502;465;347;214;154
"Alamance County, North Carolina";4286;4531;4565;4398;4355;4515;4784;5206;5020;4402;3907;3187;2437;2254;1997;1538;909;552
"Alexander County, North Carolina";1204;1187;1169;1103;1037;1234;1337;1408;1292;1177;1188;1010;740;603;480;302;158;120
"Alleghany County, North Carolina";272;304;277;340;314;356;340;361;411;378;388;379;289;297;234;156;82;81
"Anson County, North Carolina";805;940;922;823;826;913;955;1031;986;855;860;645;477;404;359;325;161;128
"Ashe County, North Carolina";662;685;698;766;699;752;787;942;901;941;917;752;676;571;526;378;223;155
"Avery County, North Carolina";427;472;517;607;738;773;787;798;716;571;611;488;403;376;320;240;135;84
"Beaufort County, North Carolina";1368;1512;1574;1459;1235;1210;1337;1489;1587;1641;1673;1313;1160;1003;852;526;304;195
"Bertie County, North Carolina";675;720;801;718;466;523;483;674;763;678;605;495;428;379;324;267;150;84
"Bladen County, North Carolina";1114;1176;1104;1136;1029;1059;909;1126;1163;1164;1126;900;720;607;526;331;195;135
"Brunswick County, North Carolina";2029;2215;2284;2254;1814;2080;2186;2570;2456;2484;2528;2667;2508;2353;1740;1116;458;223
"Buncombe County, North Carolina";5920;6548;6728;6570;6331;6980;7241;7893;7893;7727;6960;5257;4270;3813;3394;2815;1596;1098
"Burke County, North Carolina";2867;3095;3205;3653;2949;3076;3426;3634;3388;3057;3074;2369;1991;1685;1322;921;506;356
"Cabarrus County, North Carolina";4830;5030;4714;4333;3773;4987;5376;5709;5443;4496;4222;3222;2321;1983;1687;1279;698;438
"Caldwell County, North Carolina";2517;2668;2644;2316;2236;2786;3038;3180;3011;2898;2673;2238;1803;1488;1147;812;478;302
"Camden County, North Carolina";185;242;290;228;135;180;231;318;321;233;249;221;152;148;125;74;48;34
"Carteret County, North Carolina";1495;1735;1892;1793;1376;1738;1806;2207;2343;2297;2304;1951;1689;1519;1334;929;481;268
"Caswell County, North Carolina";683;810;836;724;727;887;919;1010;994;946;887;694;560;420;313;242;148;96
"Catawba County, North Carolina";4780;5151;4888;4693;4664;5495;5599;5838;5652;4980;4737;3635;2866;2369;1905;1423;779;428
"Chatham County, North Carolina";1604;1600;1640;1459;1400;1645;1938;1969;1979;1924;1685;1342;979;934;835;652;443;240
"Cherokee County, North Carolina";718;704;710;708;551;688;701;740;820;787;924;848;788;683;577;432;241;166
"Chowan County, North Carolina";448;488;499;570;420;346;340;483;500;508;433;374;348;320;281;253;104;90
"Clay County, North Carolina";195;240;260;257;203;208;208;239;326;311;363;307;271;268;234;171;107;104
"Cleveland County, North Carolina";3310;3642;3619;3101;2884;3049;3377;3721;3529;3313;3121;2630;1951;1639;1406;1015;617;382
"Columbus County, North Carolina";1796;1945;2030;2098;1696;1704;1737;2003;1938;1959;1821;1438;1229;1038;826;579;304;182
"Craven County, North Carolina";3417;3262;2956;3266;5746;3441;2935;3335;3337;2838;2587;1942;1820;1747;1634;1068;569;252
"Cumberland County, North Carolina";12748;12387;11588;12119;18878;14864;12835;12483;10650;8772;7133;5099;4232;3754;2651;1703;845;480
"Currituck County, North Carolina";564;608;758;600;432;489;597;797;877;711;606;570;447;350;283;181;97;65
"Dare County, North Carolina";777;906;1067;871;735;909;1097;1270;1381;1321;1110;895;811;731;559;383;173;102
"Davidson County, North Carolina";4831;5246;5088;4702;4053;5039;5716;6277;6034;5169;5031;3999;3181;2598;2167;1554;894;539
"Davie County, North Carolina";1173;1288;1232;1056;916;1111;1229;1363;1409;1309;1279;949;822;675;530;442;212;154
"Duplin County, North Carolina";1851;1815;1831;1756;1947;1963;1786;1909;1794;1659;1456;1093;1024;828;707;474;277;147
"Durham County, North Carolina";7896;7548;6998;7591;10544;11241;10064;8904;8018;7105;6124;4307;3078;2540;2085;1780;1064;743
"Edgecombe County, North Carolina";1939;2252;2275;2039;1632;1527;1640;1905;2072;1986;1746;1210;1050;838;730;539;295;171
"Forsyth County, North Carolina";10545;10912;10305;9940;10230;11014;11422;12225;11684;10594;9600;7086;5741;4801;4277;3144;1643;1054
"Franklin County, North Carolina";1660;1748;1660;1681;1433;1654;1900;2214;1985;1764;1520;1145;895;700;591;386;229;149
"Gaston County, North Carolina";6354;6947;6771;6005;5671;7087;7302;7698;7361;6773;6473;4751;3647;3218;2523;1917;997;599
"Gates County, North Carolina";310;413;475;363;237;247;342;447;443;372;310;301;256;203;175;124;71;66
"Graham County, North Carolina";247;245;262;237;205;225;263;262;279;272;293;279;234;192;168;118;66;53
"Granville County, North Carolina";1553;1727;1725;1707;1923;1969;2266;2392;2298;1874;1617;1292;917;806;606;423;239;150
"Greene County, North Carolina";691;689;727;690;716;879;767;813;783;700;602;468;350;312;254;168;90;49
"Guilford County, North Carolina";14093;14897;14121;14229;15320;15997;16489;16757;16162;14375;13008;9571;7231;6180;5426;4040;2293;1540
"Halifax County, North Carolina";1845;2207;2275;2080;1605;1727;1851;2110;2114;1950;1791;1362;1141;1024;971;656;361;214
"Harnett County, North Carolina";3518;3692;3381;3235;3564;3905;3917;3816;3384;2901;2440;1958;1574;1255;1044;729;370;240
"Haywood County, North Carolina";1504;1653;1657;1475;1190;1571;1782;1918;1892;1838;1925;1684;1565;1354;1176;888;514;311
"Henderson County, North Carolina";2605;2674;2762;2485;2129;2558;2871;3108;3125;3016;2846;2449;2223;2284;2266;1884;1159;727
"Hertford County, North Carolina";625;839;850;885;563;533;558;706;873;834;675;607;489;423;379;270;181;94
"Hoke County, North Carolina";1605;1430;1295;1299;1469;1621;1544;1425;1298;1024;809;617;510;381;331;188;95;46
"Hyde County, North Carolina";137;167;174;186;243;266;243;278;277;255;187;161;132;122;99;68;44;41
"Iredell County, North Carolina";4388;4847;4455;3742;3340;4224;4608;5224;5078;4490;3915;3183;2520;2052;1724;1223;688;419
"Jackson County, North Carolina";857;860;922;1572;2027;1036;973;1044;1014;1034;1149;963;796;667;536;385;201;138
"Johnston County, North Carolina";4937;4726;4276;3887;3852;5168;5545;5727;4831;4145;3686;2838;2283;1622;1314;945;526;286
"Jones County, North Carolina";299;394;405;363;271;281;288;399;410;369;373;261;236;216;197;133;66;40
"Lee County, North Carolina";1683;1852;1842;1788;1572;1661;1908;1990;1925;1752;1526;1211;910;871;757;537;280;148
"Lenoir County, North Carolina";2021;2242;2193;2149;1622;1756;1789;2142;2213;2130;1964;1508;1264;1101;949;699;390;180
"Lincoln County, North Carolina";2085;2409;2357;2091;1800;2250;2592;2888;2584;2374;2177;1808;1319;1058;851;571;313;193
"McDowell County, North Carolina";1316;1379;1380;1363;1300;1693;1608;1641;1696;1607;1376;1165;1019;796;701;516;266;180
"Macon County, North Carolina";752;819;924;971;664;673;806;868;1043;998;1018;967;874;911;794;592;381;234
"Madison County, North Carolina";600;612;649;727;673;558;628;694;688;745;701;575;501;439;332;245;179;138
"Martin County, North Carolina";756;967;1001;877;612;636;747;879;968;935;852;629;569;481;379;324;172;84
"Mecklenburg County, North Carolina";26065;25837;24222;22482;25009;32910;33030;32000;28873;23596;20350;14204;9760;7592;6300;4850;2672;1705
"Mitchell County, North Carolina";411;484;523;500;380;432;543;543;560;569;571;521;421;399;349;243;138;79
"Montgomery County, North Carolina";932;994;947;921;944;1052;1036;1007;1074;951;894;723;614;468;412;343;177;92
"Moore County, North Carolina";2155;2357;2492;2297;1755;2068;2249;2614;2539;2280;2237;1948;1895;2013;2024;1644;954;503
"Nash County, North Carolina";2964;3257;3256;2998;2547;2948;3093;3532;3428;3150;2975;2127;1608;1353;1214;851;507;253
"New Hanover County, North Carolina";4686;4887;4740;5240;6805;6562;5918;6089;5927;5608;5156;4115;3173;2785;2394;1759;983;544
"Northampton County, North Carolina";632;797;838;704;542;627;674;818;843;766;699;656;511;465;374;347;167;123
"Onslow County, North Carolina";6723;5413;5043;8243;20106;7756;5205;5495;4653;3510;2794;2162;1911;1530;1226;715;324;177
"Orange County, North Carolina";2958;3601;3699;5140;7531;4862;4230;4129;4270;4199;3503;2332;1597;1268;1126;844;470;279
"Pamlico County, North Carolina";324;364;450;397;313;404;413;482;524;488;498;400;381;387;348;175;112;53
"Pasquotank County, North Carolina";1118;1191;1367;1375;1365;1123;1127;1387;1381;1107;1026;807;634;547;531;428;233;143
"Pender County, North Carolina";1235;1429;1421;1326;1175;1345;1476;1712;1690;1532;1453;1261;1018;907;749;555;267;112
"Perquimans County, North Carolina";300;342;425;418;243;229;311;374;399;369;369;373;323;319;258;193;121;60
"Person County, North Carolina";1132;1237;1293;1076;984;1187;1194;1477;1497;1301;1226;892;745;642;547;398;213;147
"Pitt County, North Carolina";4458;4500;4599;5566;7746;5552;4674;4523;4563;4310;3633;2561;1950;1605;1360;984;554;303
"Polk County, North Carolina";484;533;534;493;388;454;543;568;619;652;616;543;477;446;445;377;321;199
"Randolph County, North Carolina";4542;4711;4844;4184;3862;4813;5187;5535;5299;4630;4337;3516;2616;2236;1744;1202;762;472
"Richmond County, North Carolina";1670;1739;1734;2009;1839;1553;1496;1636;1642;1536;1459;1100;962;793;695;524;304;157
"Robeson County, North Carolina";4991;5278;5070;4848;4800;4662;4292;4508;4335;3953;3755;2671;2114;1674;1294;948;503;302
"Rockingham County, North Carolina";2886;3213;3103;2866;2489;2990;3257;3510;3609;3478;3199;2392;2035;1673;1516;1089;609;455
"Rowan County, North Carolina";4330;4655;4817;4469;4262;4508;4851;5355;5202;4663;4154;3250;2507;2206;2009;1616;930;596
"Rutherford County, North Carolina";2023;2226;2128;1987;1803;1979;2196;2303;2276;2161;2121;1693;1452;1239;1096;816;489;313
"Sampson County, North Carolina";2265;2225;2156;2125;2222;2361;2282;2392;2177;2107;1749;1492;1229;1010;824;606;318;260
"Scotland County, North Carolina";1344;1521;1436;1393;1111;1041;1063;1210;1298;1278;1159;889;640;545;425;278;151;104
"Stanly County, North Carolina";1892;2175;2210;1941;1762;1963;2097;2402;2253;2066;1977;1466;1217;1041;906;674;396;233
"Stokes County, North Carolina";1500;1608;1635;1420;1170;1501;1674;1974;1863;1675;1544;1289;989;726;581;392;231;134
"Surry County, North Carolina";2293;2485;2446;2382;2069;2488;2608;2750;2612;2455;2390;1886;1657;1361;1210;876;531;329
"Swain County, North Carolina";413;452;455;532;357;398;393;463;437;448;441;391;329;248;237;139;104;68
"Transylvania County, North Carolina";745;810;912;1046;846;707;727;873;969;948;958;897;895;834;797;595;360;196
"Tyrrell County, North Carolina";97;130;174;147;167;173;157;204;197;171;125;101;81;90;76;55;34;32
"Union County, North Carolina";5180;5184;4945;4321;3692;4316;5282;5882;5246;4300;3743;2962;2122;1725;1209;882;470;295
"Vance County, North Carolina";1576;1784;1730;1470;1376;1435;1428;1444;1493;1405;1355;967;809;694;578;404;224;134
"Wake County, North Carolina";23150;23565;21925;21253;25437;28937;28866;30169;27265;22659;18423;12835;8506;6478;5101;3715;1973;1179
"Warren County, North Carolina";530;646;789;686;641;646;601;744;730;682;673;550;506;464;370;297;166;92
"Washington County, North Carolina";454;506;515;501;358;338;363;387;507;515;472;402;312;266;239;180;97;77
"Watauga County, North Carolina";856;985;1076;2487;4200;1400;1096;1247;1366;1392;1332;995;812;661;576;416;241;135
"Wayne County, North Carolina";4168;4339;4290;4028;4386;4182;4116;4843;4483;3883;3320;2469;2214;1924;1432;1052;507;247
"Wilkes County, North Carolina";2080;2161;2018;2057;1953;2364;2415;2593;2617;2462;2232;1940;1595;1285;1102;749;449;299
"Wilson County, North Carolina";2635;2693;2639;2736;2333;2420;2423;2646;2750;2783;2354;1762;1457;1170;1025;763;390;246
"Yadkin County, North Carolina";1260;1325;1234;1088;1022;1185;1362;1491;1424;1263;1236;983;875;696;589;436;223;151
"Yancey County, North Carolina";498;555;551;538;456;535;604;588;643;699;625;549;457;459;365;273;176;123
"Adams County, North Dakota";61;69;105;86;36;35;66;74;95;104;98;69;80;70;57;53;41;40
"Barnes County, North Dakota";315;337;395;532;426;287;295;369;448;472;363;307;257;254;222;235;140;137
"Benson County, North Dakota";315;347;373;344;178;164;208;251;224;212;170;172;127;119;115;92;54;53
"Billings County, North Dakota";19;28;38;41;15;19;13;33;52;51;36;28;21;14;25;11;17;10
"Bottineau County, North Dakota";147;229;277;356;173;125;155;247;298;303;257;215;185;155;170;134;81;93
"Bowman County, North Dakota";64;97;118;127;53;69;80;118;146;142;86;94;68;80;82;60;44;48
"Burke County, North Dakota";36;73;63;76;21;37;48;89;96;89;112;67;63;70;77;47;37;29
"Burleigh County, North Dakota";2184;2313;2483;2910;2700;2336;2297;2636;2897;2675;2222;1558;1175;1095;971;681;465;320
"Cass County, North Dakota";4134;4005;4054;4852;7752;5567;4717;4837;4734;4521;3590;2330;1727;1443;1315;998;607;493
"Cavalier County, North Dakota";101;156;212;177;60;77;95;161;207;204;192;139;134;157;115;96;68;51
"Dickey County, North Dakota";186;198;205;227;204;127;151;155;212;203;178;162;127;122;114;99;99;69
"Divide County, North Dakota";38;72;80;84;24;32;38;83;90;85;97;61;69;63;59;80;49;42
"Dunn County, North Dakota";106;149;163;138;76;67;89;120;151;159;131;97;102;83;71;59;43;33
"Eddy County, North Dakota";68;96;104;105;68;44;60;84;112;114;87;67;55;71;71;63;37;41
"Emmons County, North Dakota";109;151;176;153;56;66;94;167;173;154;125;120;126;134;137;115;66;62
"Foster County, North Dakota";99;140;175;140;62;96;96;144;168;130;111;75;83;98;100;62;58;31
"Golden Valley County, North Dakota";50;62;78;111;32;33;37;62;63;88;51;51;46;35;42;32;25;27
"Grand Forks County, North Dakota";2215;2154;2393;3219;5133;2849;2205;2418;2374;2209;1808;1198;874;766;678;529;365;268
"Grant County, North Dakota";63;84;116;127;42;52;77;74;103;110;108;97;87;81;80;62;45;41
"Griggs County, North Dakota";70;81;86;116;43;52;60;87;97;128;111;76;63;57;77;72;47;50
"Hettinger County, North Dakota";60;81;103;106;38;55;47;80;102;122;99;86;77;90;70;61;48;34
"Kidder County, North Dakota";76;69;107;118;50;46;63;100;119;124;74;90;64;82;84;53;49;30
"Lamoure County, North Dakota";102;165;194;200;85;99;106;160;198;199;151;129;117;114;131;108;64;56
"Logan County, North Dakota";59;74;88;60;29;48;55;83;95;70;65;73;72;72;75;53;43;30
"McHenry County, North Dakota";158;170;253;252;137;134;142;196;240;244;203;169;153;155;170;105;80;90
"McIntosh County, North Dakota";70;75;108;104;32;56;68;94;131;112;73;83;100;123;123;124;72;72
"McKenzie County, North Dakota";170;250;300;260;83;102;115;196;243;254;194;167;126;127;76;75;84;56
"McLean County, North Dakota";210;281;352;391;140;168;213;280;391;443;346;319;235;208;219;180;133;105
"Mercer County, North Dakota";211;313;471;394;92;128;185;361;502;430;317;238;167;155;128;109;92;54
"Morton County, North Dakota";845;969;995;1100;664;675;791;1003;1095;1019;823;568;454;446;470;322;206;161
"Mountrail County, North Dakota";233;250;272;272;134;162;153;204;256;265;224;189;142;119;118;119;81;69
"Nelson County, North Dakota";72;95;139;134;56;55;78;117;139;139;138;113;111;110;111;100;54;57
"Oliver County, North Dakota";51;63;102;110;29;38;45;67;94;116;98;67;49;46;38;27;21;9
"Pembina County, North Dakota";223;266;337;371;181;216;211;306;378;367;325;231;176;180;203;146;114;74
"Pierce County, North Dakota";135;148;167;194;83;93;121;195;172;173;125;111;117;117;119;102;65;60
"Ramsey County, North Dakota";360;430;459;517;304;295;317;459;495;444;373;301;242;225;238;198;144;153
"Ransom County, North Dakota";174;209;229;225;127;178;166;227;205;267;176;167;123;132;146;127;81;75
"Renville County, North Dakota";56;82;80;120;41;55;66;95;113;110;102;62;77;71;59;48;32;38
"Richland County, North Dakota";569;586;682;1111;996;472;498;651;773;711;480;370;293;285;317;233;169;136
"Rolette County, North Dakota";618;736;790;681;397;349;375;506;451;391;341;289;240;189;145;122;67;54
"Sargent County, North Dakota";126;195;179;147;98;128;118;173;194;195;149;130;121;82;89;99;39;31
"Sheridan County, North Dakota";28;46;67;73;21;18;37;48;65;74;62;67;52;55;57;56;33;20
"Sioux County, North Dakota";208;245;258;234;144;118;155;144;127;105;95;79;41;42;34;21;9;5
"Slope County, North Dakota";18;22;30;38;17;8;27;26;40;43;35;11;26;29;18;9;9;7
"Stark County, North Dakota";682;802;938;1125;804;586;599;797;926;857;674;499;426;372;379;270;234;176
"Steele County, North Dakota";55;74;107;106;38;48;59;77;88;91;75;71;59;57;62;53;29;19
